5c9e6affd867f016f80028fe,4 SHADOW TREE LANE MEMBER CORP.,5c9e6affd867f016f8002af2,4 SHADOW TREE LANE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f80028ff,40 WALL DEVELOPMENT ASSOCIATES LLC,5c9e6affd867f016f8002900,40 WALL STREET LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002900,40 WALL STREET LLC,5c9e6affd867f016f8002af3,40 WALL STREET COMMERCIAL LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002901,40 WALL STREET MEMBER CORP.,5c9e6affd867f016f8002900,40 WALL STREET LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002902,401 MEZZ VENTURE LLC,5c9e6affd867f016f8002903,401 NORTH WABASH VENTURE LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002902,401 MEZZ VENTURE LLC,5c9e6affd867f016f8002af4,TRUMP CHICAGO RETAIL LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002903,401 NORTH WABASH VENTURE LLC,5c9e6affd867f016f8002af5,TRUMP COMMERCIAL CHICAGO LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002903,401 NORTH WABASH VENTURE LLC,5c9e6affd867f016f8002af6,TRUMP PAYROLL CHICAGO LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002904,809 NORTH CANON MEMBER CORPORATION,5c9e6affd867f016f8002af7,809 NORTH CANON LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002905,ABERDEEN ASSET MANAGEMENT,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002906,ACADEMI,5c9e6affd867f016f8002aee,XE SERVICES LLC,NKA/FKA,https://www.washingtonpost.com/blogs/checkpoint-washington/post/ex-blackwater-firm-gets-a-name-change-again/2011/12/12/gIQAXf4YpO_blog.html?utm_term=.bd28e9699633
5c9e6affd867f016f8002907,ACE ENTERTAINMENT HOLDINGS INC,5c9e6affd867f016f8002af8,TRUMP CASINOS INC.,NKA/FKA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002907,ACE ENTERTAINMENT HOLDINGS INC,5c9e6affd867f016f8002af9,TRUMP TAJ MAHAL INC.,NKA/FKA,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002908,ADVISORS ASSET MANAGEMENT INC.,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002909,"AETOS SA,5c9e6affd867f016f8002afa,TRUMP MARKS PUNTA DEL ESTE LLC,Licenses ""Trump"" name for Trump Tower Punta del Este,http://www.trump.com/real-estate-portfolio/uruguay/trump-tower-punta-del-este/ | https://www.multihousingnews.com/post/100m-residential-trump-project-launched-in-uruguay-2/"
5c9e6affd867f016f800290a,ALLIANCEBERNSTEIN LP,5c9e6affd867f016f8002afb,TRUMP TOWER COMMERCIAL LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f800290b,ALTEGRIS,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f800290c,ALTICOR,5c9e6affd867f016f8002afc,AMWAY,Subsidiary,http://www.alticor.com/FAQs.aspx
5c9e6affd867f016f800290d,AMBOY BANK,5c9e6affd867f016f8002afd,TRUMP NATIONAL GOLF CLUB COLTS NECK LLC,Mortgage,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800290e,AMERICAN INTERNATIONAL GROUP INC.,5c9e6affd867f016f8002afe,AIG GLOBAL REAL ESTATE INVESTMENT CORP.,Subsidiary,http://www.aig.com/aig-global-real-estate
5c9e6affd867f016f800290e,AMERICAN INTERNATIONAL GROUP INC.,5c9e6affd867f016f8002ae2,VALIC,Subsidiary,https://www.valic.com/about-valic
5c9e6affd867f016f800290f,AMG FUNDS,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002910,"ANBANG INSURANCE GROUP,5c9e6affd867f016f80029af,KUSHNER COMPANIES,""Anbang would become one of the equity partners in the [666 Fifth Avenue] redevelopment if an agreement is finalized"" per New York Times,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html"
5c9e6affd867f016f8002911,ANGEL OAK CAPITAL ADVISORS,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002912,ASSETMARK,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002913,AUGUST ERNST,5c9e6affd867f016f8002982,H. PIXEL INTERNATIONAL,Worked together to make a version of Trump Vodka for the Israeli market,http://www.jpost.com/Not-Just-News/Podcast/Exclusive-Some-Trump-Vodka-popular-as-kosher-for-Passover-spirit-may-not-be-kosher-450568
5c9e6affd867f016f8002914,AXA,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002915,"AZARPASSILLO,5c9e6affd867f016f8002aff,IRANIAN REVOLUTIONARY GUARD CORPS,Azarpassillo is ""an Iranian construction giant that is controlled by the Guard"" per The New Yorker,http://www.newyorker.com/magazine/2017/03/13/donald-trumps-worst-deal"
5c9e6affd867f016f8002916,BAGHLAN GROUP,5c9e6affd867f016f8002b00,BAKU XXI CENTURY,Baghlan Group is a stakeholder in Baku XXI Century,http://www.newyorker.com/magazine/2017/03/13/donald-trumps-worst-deal
5c9e6affd867f016f8002916,BAGHLAN GROUP,5c9e6affd867f016f8002b01,BANK OF AZERBAIJAN,Former owner,http://www.newyorker.com/magazine/2017/03/13/donald-trumps-worst-deal
5c9e6affd867f016f8002917,BAIN & COMPANY,5c9e6affd867f016f8002b02,THAYER AEROSPACE CONSOLIDATED INC.,Investor,https://web.archive.org/web/20140516023111/http://www.bizjournals.com/wichita/stories/1998/12/14/story3.html
5c9e6affd867f016f8002918,BANK HAPOALIM,5c9e6affd867f016f80029af,KUSHNER COMPANIES,Loaned money,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html
5c9e6affd867f016f8002919,BANK OF AMERICA,5c9e6affd867f016f80029c2,MERRILL LYNCH CREDIT CORPORATION,Subsidiary,http://www.merrillhomeloans.com/mlhl/pages/home.aspx
5c9e6affd867f016f800291a,BANK OF CHINA,5c9e6affd867f016f8002b03,1293 AVENUE OF THE AMERICAS A TENANCY-IN-COMMON,Loaned money,http://www.wsj.com/articles/trump-debts-are-widely-held-on-wall-street-creating-new-potential-conflicts-1483637414
5c9e6affd867f016f800291b,BANNON & CO.,5c9e6affd867f016f8002b04,CASTLE ROCK ENTERTAINMENT,Negotiated sale,https://qz.com/841601/steve-bannon-made-his-money-from-seinfeld-reruns/
5c9e6affd867f016f800291c,BAYROCK GROUP,5c9e6affd867f016f8002b05,FL GROUP,Bayrock received $50 million in financing from FL in 2007,https://www.ft.com/content/549ddfaa-5fa5-11e6-b38c-7b39cbb1138a
5c9e6affd867f016f800291d,"BAYROCK GROUP,5c9e6affd867f016f8002b06,SWISS DEVELOPMENT GROUP,Bayrock was ""one of the backers of the redevelopment of the 101-year-old Hotel du Parc on the shores of Lake Geneva owned by Swiss Development Group"" per the Financial Times,https://www.ft.com/content/33285dfa-9231-11e6-8df8-d3778b55a923"
5c9e6affd867f016f800291e,BAYROCK/SAPIR ORGANIZATION LLC,5c9e6affd867f016f800291c,BAYROCK GROUP,Co-owner,https://www.ft.com/content/33285dfa-9231-11e6-8df8-d3778b55a923
5c9e6affd867f016f800291e,BAYROCK/SAPIR ORGANIZATION LLC,5c9e6affd867f016f8002b07,SAPIR ORGANIZATION,Co-owner,https://www.ft.com/content/33285dfa-9231-11e6-8df8-d3778b55a923
5c9e6affd867f016f800291f,BEDFORD HILLS CORP.,5c9e6affd867f016f8002b08,SEVEN SPRINGS LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002920,BLACKROCK,5c9e6affd867f016f8002900,40 WALL STREET LLC,Owns collateralized debt,Morningstar analysis
5c9e6affd867f016f8002921,BNY MELLON,5c9e6affd867f016f8002b09,FIFTY-SEVENTH STREET ASSOCIATES LLC,Loan,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002922,BRACEWELL,5c9e6affd867f016f8002b0a,BRACEWELL & GIULIANI LLP,NKA/FKA,http://blogs.wsj.com/law/2016/01/19/bracewell-giuliani-is-losing-giuliani/
5c9e6affd867f016f8002923,BRIARCLIFF PROPERTIES INC.,5c9e6affd867f016f8002a55,TRUMP BRIARCLIFF MANOR DEVELOPMENT LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002924,BURSON-MARSTELLER,5c9e6affd867f016f8002b0b,BLACK MANAFORT STONE AND KELLY,Bought firm,https://www.washingtonpost.com/news/powerpost/wp/2016/04/07/from-ukraine-to-trump-tower-paul-manafort-unafraid-to-take-on-controversial-jobs/?utm_term=.86b3fa6dfbe1
5c9e6affd867f016f8002925,C DEVELOPMENT VENTURES MEMBER CORP.,5c9e6affd867f016f8002b0c,C DEVELOPMENT VENTURES LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002926,CAMBRIDGE ANALYTICA,5c9e6affd867f016f8002b0d,MAKING AMERICA GREAT,Former senior vice president,https://www.linkedin.com/in/eacornell/ | https://www.bloomberg.com/politics/articles/2017-03-29/with-trump-struggling-wealthy-backers-rush-in-to-shore-him-up
5c9e6affd867f016f8002927,CARDINAL INVESTMENT COMPANY,5c9e6affd867f016f8002b0e,CIC PARTNERS,NKA/FKA,http://www.cicpartners.com/investment-team.php
5c9e6affd867f016f8002927,CARDINAL INVESTMENT COMPANY,5c9e6affd867f016f8002b02,THAYER AEROSPACE CONSOLIDATED INC.,Investor,https://web.archive.org/web/20140516023111/http://www.bizjournals.com/wichita/stories/1998/12/14/story3.html
5c9e6affd867f016f8002928,CARIBUSINESS MRE LLC,5c9e6affd867f016f8002b0f,CARIBUSINESS INVESTMENTS S.R.L.,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002929,CARLYLE GROUP,5c9e6affd867f016f80029af,KUSHNER COMPANIES,Investor,http://www.nytimes.com/2017/01/07/us/politics/jared-kushner-trump-business.html
5c9e6affd867f016f800292a,CHEVY CHASE TRUST HOLDINGS INC.,5c9e6affd867f016f8002b10,TRUMP NATIONAL GOLF CLUB WASHINGTON DC LLC,Mortgage,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f800292b,"CHICAGO UNIT ACQUISITION LLC,5c9e6affd867f016f8002903,401 NORTH WABASH VENTURE LLC,""springing loan"",https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html"
5c9e6affd867f016f800292c,CIM GROUP,5c9e6affd867f016f800291e,BAYROCK/SAPIR ORGANIZATION LLC,CIM bought Trump SoHo from Bayrock/Sapir in foreclosure auction,https://www.ft.com/content/549ddfaa-5fa5-11e6-b38c-7b39cbb1138a
5c9e6affd867f016f800292c,CIM GROUP,5c9e6affd867f016f80029af,KUSHNER COMPANIES,Real-estate partner,http://www.cimgroup.com/our-firm/press-releases/2016/25-30-columbia-heights-acquisition
5c9e6affd867f016f800292d,CIT GROUP INC.,5c9e6affd867f016f8002b11,FINANCIAL FREEDOM,Subsidiary,https://www.muckrock.com/news/archives/2017/jan/02/steven-mnuchin-trump-relativity-media/
5c9e6affd867f016f800292d,CIT GROUP INC.,5c9e6affd867f016f8002b12,ONEWEST BANK FSB,Ownership,https://variety.com/2015/biz/news/relativity-steve-mnuchin-co-chairman-1201557256/
5c9e6affd867f016f800292e,"CITIZENS UNITED FOUNDATION,5c9e6affd867f016f8002b13,BANNON STRATEGIC ADVISORS INC.,Citizens United paid BSA $300000 as a ""fundraising fee"" in 2012 per the Washington Post,https://www.washingtonpost.com/investigations/how-bannons-multimedia-machine-drove-a-movement-and-paid-him-millions/2017/04/09/203df1ce-197b-11e7-855e-4824bbb5d748_story.html?utm_term=.49b3a547a917"
5c9e6affd867f016f800292e,"CITIZENS UNITED FOUNDATION,5c9e6affd867f016f8002b14,CITIZENS UNITED PRODUCTIONS,The production company was ""a for-profit company started by the nonprofit organization and an anonymous investor"" per the Washington Post,https://www.washingtonpost.com/investigations/how-bannons-multimedia-machine-drove-a-movement-and-paid-him-millions/2017/04/09/203df1ce-197b-11e7-855e-4824bbb5d748_story.html?utm_term=.49b3a547a917"
5c9e6affd867f016f800292f,CIVIL DEFENSE SOLUTIONS,5c9e6affd867f016f8002b15,CDS LLC,AKA,https://www.linkedin.com/in/tom-bossert-60543b11
5c9e6affd867f016f8002930,COLONY CAPITAL INC.,5c9e6affd867f016f8002931,COLONY NORTHSTAR INC.,Part of tri-merger to form Colony NorthStar,http://colonyinc.com/about#t3-mainbody
5c9e6affd867f016f8002931,COLONY NORTHSTAR INC.,5c9e6affd867f016f8002b16,COLONY AMERICAN FINANCE,Subsidiary,http://colonyinc.com/what-we-do
5c9e6affd867f016f8002931,COLONY NORTHSTAR INC.,5c9e6affd867f016f8002b17,NORTHSTAR REALTY EUROPE,Subsidiary,http://colonyinc.com/what-we-do
5c9e6affd867f016f8002931,COLONY NORTHSTAR INC.,5c9e6affd867f016f8002b18,NORTHSTAR SECURITIES LLC,Subsidiary,http://colonyinc.com/what-we-do
5c9e6affd867f016f8002932,CPW PT PARTNERS G.P.,5c9e6affd867f016f8002b19,ONE CENTRAL PARK WEST PT ASSOCIATES,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002933,CUE,5c9e6affd867f016f8002b1a,GREPLIN,NKA/FKA,https://techcrunch.com/2013/10/02/cue-greplin/
5c9e6affd867f016f8002934,D B PACE ACQUISITION MEMBER CORP.,5c9e6affd867f016f8002935,D B PACE ACQUISITION LLC,Ownership,https://www.documentcloud.org/documents/2838696-Trump-2016-Financial-Disclosure.html
5c9e6affd867f016f8002935,D B PACE ACQUISITION LLC,5c9e6affd867f016f8002b1b,TITAN ATLAS MANUFACTURING,Took over loans from,https://www.nytimes.com/2016/12/21/business/north-charleston-donald-trump.html?_r=0
